Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:00 pm,18.4,13.0,40,NNW,22 12,37 20,1007.7,0.0,2025-10-12
4:30 pm,18.8,13.9,40,NNW,20 11,37 20,1007.7,0.0,2025-10-12
4:00 pm,19.0,14.7,45,NNW,19 10,32 17,1008.3,0.0,2025-10-12
3:30 pm,18.9,14.2,40,NNW,19 10,43 23,1008.7,0.0,2025-10-12
3:00 pm,18.5,13.7,40,NNW,19 10,28 15,1009.2,0.0,2025-10-12
2:30 pm,17.8,15.0,43,W,9 5,20 11,1009.6,0.0,2025-10-12
2:00 pm,17.2,14.5,46,WNW,9 5,15 8,1010.0,0.0,2025-10-12
1:30 pm,17.2,14.8,51,NW,9 5,15 8,1010.3,0.0,2025-10-12
1:00 pm,16.6,13.1,53,NNW,15 8,33 18,1010.6,0.0,2025-10-12
12:30 pm,16.1,12.5,54,N,15 8,20 11,1010.9,0.0,2025-10-12
12:00 pm,15.6,12.8,56,N,11 6,17 9,1011.2,0.0,2025-10-12
11:30 am,15.5,12.8,58,NNW,11 6,20 11,1011.9,0.0,2025-10-12
11:00 am,14.5,11.7,60,NNW,11 6,19 10,1012.1,0.0,2025-10-12
10:30 am,14.1,11.0,63,NNW,13 7,19 10,1012.2,0.0,2025-10-12
10:00 am,13.8,11.4,63,NW,9 5,20 11,1012.3,0.0,2025-10-12
9:30 am,13.3,10.0,64,NW,13 7,19 10,1012.3,0.0,2025-10-12
9:00 am,13.3,11.0,67,NNW,9 5,17 9,1012.1,2.0,2025-10-12
8:30 am,12.8,10.4,67,NNW,9 5,15 8,1011.9,2.0,2025-10-12
8:00 am,12.6,9.4,68,NW,13 7,22 12,1011.9,2.0,2025-10-12
7:30 am,12.2,9.8,70,NW,9 5,17 9,1011.7,2.0,2025-10-12
7:00 am,12.1,9.2,69,NNW,11 6,19 10,1011.5,2.0,2025-10-12
6:30 am,11.5,9.5,74,NNW,7 4,17 9,1011.4,2.0,2025-10-12
6:00 am,10.3,9.9,86,CALM,0 0,6 3,1010.9,2.0,2025-10-12
5:30 am,10.9,10.1,83,WNW,2 1,7 4,1010.9,2.0,2025-10-12
5:00 am,12.4,10.4,69,WNW,7 4,13 7,1010.9,2.0,2025-10-12
4:30 am,12.8,10.6,71,WNW,9 5,17 9,1010.7,2.0,2025-10-12
4:00 am,11.1,11.0,98,NW,2 1,6 3,1010.7,2.0,2025-10-12
3:30 am,11.1,11.4,99,CALM,0 0,6 3,1010.9,2.0,2025-10-12
3:00 am,11.6,11.0,92,NNW,4 2,9 5,1010.9,2.0,2025-10-12
2:30 am,12.4,11.3,97,NNE,9 5,13 7,1010.9,2.0,2025-10-12
2:00 am,12.2,12.9,100,CALM,0 0,6 3,1010.8,2.0,2025-10-12
1:30 am,12.4,13.2,100,CALM,0 0,0 0,1011.4,2.0,2025-10-12
1:00 am,12.3,13.0,100,CALM,0 0,0 0,1011.9,2.0,2025-10-12
12:30 am,12.3,13.0,100,CALM,0 0,0 0,1012.2,1.8,2025-10-12
12:00 am,12.7,13.5,100,CALM,0 0,0 0,1012.3,1.8,2025-10-12
